"name","group","D2A_Ranked","D2B_Ranked","D3B_Ranked","D4A_Ranked","NatWalkInd"
"County_id1","State_id1",9.15625,9.375,5.4375,1.0,5.23437500003125
"County_id1","State_id4",9.018181818181818,6.054545454545455,2.6363636363636362,2.290909090909091,4.1545454546
"County_id1","State_id5",12.333333333333334,9.523809523809524,6.571428571428571,1.0,6.166666666476191
"County_id1","State_id6",10.039159503342885,11.017191977077363,15.643744030563514,16.244508118433618,14.138809296365807
"County_id1","State_id8",9.196153846153846,10.057692307692308,13.865384615384615,12.623076923076923,12.0384615386
"County_id1","State_id9",11.110091743119266,11.69571865443425,10.584097859327217,9.045871559633028,10.344291539256881
"County_id1","State_id10",10.98611111111111,11.069444444444445,6.472222222222222,7.347222222222222,8.282407407180555
"County_id1","State_id11",8.87111111111111,8.833333333333334,16.27777777777778,18.284444444444443,14.471481481526666
"County_id1","State_id12",11.425806451612903,11.35483870967742,9.116129032258064,10.32258064516129,10.27634408576129
"County_id1","State_id13",13.0,8.357142857142858,4.0,1.0,5.2261904765
"County_id1","State_id15",8.56910569105691,9.382113821138212,4.983739837398374,1.0,4.9864498644715445
"County_id1","State_id16",12.165680473372781,14.698224852071005,12.982248520710058,10.236686390532544,12.216962524502959
"County_id1","State_id17",11.78688524590164,9.311475409836065,10.163934426229508,1.0,7.237704918081968
"County_id1","State_id18",12.0,7.766666666666667,6.4,1.0,5.7611111113
"County_id1","State_id19",13.11111111111111,13.0,4.222222222222222,1.0,6.0925925925555555
"County_id1","State_id20",13.0,9.384615384615385,9.0,1.0,7.064102563461538
"County_id1","State_id21",9.066666666666666,9.666666666666666,3.6,1.0,4.6555555556
"County_id1","State_id22",10.957446808510639,11.148936170212766,7.9787234042553195,1.0,6.677304964659574
"County_id1","State_id23",12.125,13.527777777777779,8.847222222222221,1.0,7.5578703701666665
"County_id1","State_id24",10.648148148148149,11.24074074074074,8.12962962962963,9.703703703703704,9.592592592425925
"County_id1","State_id25",11.770408163265307,13.673469387755102,9.244897959183673,4.954081632653061,8.973639455892856
"County_id1","State_id26",7.166666666666667,9.5,2.25,1.0,3.8611111110833334
"County_id1","State_id27",9.941176470588236,12.764705882352942,2.3529411764705883,1.0,4.9019607842941175
"County_id1","State_id28",9.806451612903226,9.870967741935484,7.161290322580645,1.0,6.000000000032258
"County_id1","State_id29",12.28,9.8,11.24,1.0,7.75999999992
"County_id1","State_id30",14.5,14.25,5.625,1.0,7.0
"County_id1","State_id31",12.310344827586206,10.931034482758621,10.275862068965518,1.0,7.6321839081379315
"County_id1","State_id32",11.35,9.45,7.75,1.0,6.3833333337500004
"County_id1","State_id33",13.204081632653061,13.693877551020408,7.163265306122449,1.0,7.204081632387756
"County_id1","State_id34",12.13586956521739,11.923913043478262,11.777173913043478,12.76086956521739,12.18931159416848
"County_id1","State_id35",10.472477064220184,11.589449541284404,13.78211009174312,12.538990825688073,12.450688073433486
"County_id1","State_id36",10.812765957446809,10.859574468085107,11.27659574468085,12.102127659574467,11.404964539187233
"County_id1","State_id37",11.654867256637168,10.345132743362832,8.123893805309734,1.2123893805309736,6.778761061955752
"County_id1","State_id38",17.0,15.333333333333334,3.0,1.0,6.722222222333333
"County_id1","State_id39",9.727272727272727,12.181818181818182,3.3181818181818183,1.0,5.090909091045455
"County_id1","State_id40",8.222222222222221,7.444444444444445,3.5555555555555554,1.0,4.129629629611111
"County_id1","State_id41",12.117647058823529,14.176470588235293,6.647058823529412,7.176470588235294,8.990196077764706
"County_id1","State_id42",12.464285714285714,11.446428571428571,6.553571428571429,4.071428571428571,7.526785714089286
"County_id1","State_id44",10.394736842105264,13.157894736842104,12.5,11.052631578947368,11.776315788763158
"County_id1","State_id45",10.333333333333334,9.238095238095237,3.7142857142857144,1.0,4.833333333285714
"County_id1","State_id47",8.584905660377359,8.264150943396226,6.433962264150943,1.0,5.286163522037736
"County_id1","State_id48",10.512820512820513,9.333333333333334,5.384615384615385,1.0,5.435897435692308
"County_id1","State_id49",16.166666666666668,12.333333333333334,7.333333333333333,1.0,7.5277777771666665
"County_id1","State_id50",12.733333333333333,14.966666666666667,3.8,6.2,7.950000000166667
"County_id1","State_id51",9.424242424242424,9.181818181818182,4.303030303030303,1.0,4.868686868636364
"County_id1","State_id53",13.4,8.266666666666667,5.0,7.733333333333333,7.855555555533333
"County_id1","State_id54",10.75,10.375,3.75,1.0,5.1041666666875
"County_id1","State_id55",9.555555555555555,9.944444444444445,3.4444444444444446,1.0,4.731481481444444
"County_id1","State_id56",9.821428571428571,11.178571428571429,12.0,1.0,7.8333333334285715
"County_id1","State_id72",1.0,1.0,8.25,1.0,3.4166666667500003
"County_id3","State_id1",12.542553191489361,12.840425531914894,5.659574468085107,1.0,6.4503546099787235
"County_id3","State_id4",9.401960784313726,9.696078431372548,7.931372549019608,1.0,6.160130719029412
"County_id3","State_id5",12.428571428571429,8.714285714285714,3.9047619047619047,1.0,5.158730158666667
"County_id3","State_id6",16.0,9.0,1.0,1.0,4.833333333500001
"County_id3","State_id8",13.533333333333333,11.066666666666666,7.4,3.4,7.700000000733334
"County_id3","State_id9",10.614692653673163,10.110944527736132,9.829085457271365,11.908545727136431,10.700149924992504
"County_id3","State_id10",11.173913043478262,10.236413043478262,11.845108695652174,12.690217391304348,11.746829710440219
"County_id3","State_id12",10.0,10.416666666666666,5.833333333333333,1.0,5.68055555525
"County_id3","State_id13",11.166666666666666,9.5,2.6666666666666665,1.0,4.666666666666667
"County_id3","State_id15",9.306260575296108,9.736040609137056,11.805414551607445,14.67005076142132,11.998871968541454
"County_id3","State_id16",11.666666666666666,16.666666666666668,1.0,1.0,5.388888889
"County_id3","State_id17",11.88888888888889,9.333333333333334,5.777777777777778,1.0,5.796296296555556
"County_id3","State_id18",10.472118959107807,9.50557620817844,10.118959107806692,10.092936802973977,10.066914498141264
"County_id3","State_id19",11.75,9.25,3.0,1.0,4.83333333325
"County_id3","State_id20",12.428571428571429,10.857142857142858,6.857142857142857,1.0,6.500000000571428
"County_id3","State_id21",9.6,9.333333333333334,4.6,1.0,5.0222222224
"County_id3","State_id22",10.444444444444445,9.11111111111111,5.388888888888889,1.0,5.388888888777778
"County_id3","State_id23",12.2125,11.6,3.5,1.0,5.46874999995
"County_id3","State_id24",10.846153846153847,11.724358974358974,11.038461538461538,5.541666666666667,9.288461538483974
"County_id3","State_id25",11.832167832167832,11.174825174825175,7.468531468531468,8.517482517482517,9.163170163503498
"County_id3","State_id26",12.125,13.375,3.125,1.0,5.624999999625
"County_id3","State_id27",10.051063829787234,9.514893617021277,10.11063829787234,7.923404255319149,9.27234042540851
"County_id3","State_id28",9.37037037037037,10.925925925925926,5.925925925925926,1.0,5.691358024666666
"County_id3","State_id29",9.714285714285714,13.5,3.7857142857142856,1.0,5.464285714071429
"County_id3","State_id30",12.818181818181818,8.090909090909092,4.545454545454546,1.0,5.333333333727273
"County_id3","State_id31",14.0,10.375,3.0,1.0,5.395833333375
"County_id3","State_id32",8.243431221020092,9.1483771251932,15.136785162287481,12.040185471406492,11.957624935561052
"County_id3","State_id33",13.825,15.575,4.5,1.0,6.7333333333750005
"County_id3","State_id34",11.080910240202275,11.52212389380531,14.725663716814159,14.518331226295828,13.515170670005055
"County_id3","State_id35",10.333333333333334,15.333333333333334,1.0,1.0,4.944444444333333
"County_id3","State_id36",10.431818181818182,10.954545454545455,3.090909090909091,1.6136363636363635,5.1325757576363635
"County_id3","State_id37",10.625,9.541666666666666,4.75,1.0,5.277777777791667
"County_id3","State_id38",12.384615384615385,9.923076923076923,7.461538461538462,1.0,6.538461538461538
"County_id3","State_id39",11.858695652173912,10.130434782608695,8.847826086956522,1.0,6.947463768152175
"County_id3","State_id40",14.4,14.0,2.8,1.0,6.0
"County_id3","State_id41",11.688524590163935,12.114754098360656,10.245901639344263,12.918032786885245,11.68852459027869
"County_id3","State_id42",10.75,10.44909090909091,14.164545454545454,13.33909090909091,12.701060606099091
"County_id3","State_id44",11.09016393442623,12.450819672131148,12.959016393442623,11.819672131147541,12.183060109196722
"County_id3","State_id45",9.69158878504673,9.345794392523365,6.906542056074766,1.0,5.808411214878505
"County_id3","State_id46",12.5,14.0,2.25,1.0,5.5
"County_id3","State_id47",10.68,9.52,5.04,1.0,5.380000000160001
"County_id3","State_id48",13.636363636363637,8.090909090909092,14.636363636363637,1.0,8.833333333545454
"County_id3","State_id49",13.1,10.95,7.475,6.975,8.824999999975
"County_id3","State_id50",13.714285714285714,13.657142857142857,5.485714285714286,6.571428571428571,8.580952380857143
"County_id3","State_id51",11.984848484848484,11.681818181818182,6.909090909090909,5.166666666666667,7.969696969515152
"County_id3","State_id53",10.047619047619047,9.142857142857142,9.714285714285714,1.0,6.769841269809524
"County_id3","State_id54",10.0,12.03076923076923,7.8,1.7846153846153847,6.8666666667846155
"County_id3","State_id55",12.722222222222221,12.5,6.777777777777778,1.0,6.796296296055555
"County_id3","State_id56",15.666666666666666,12.88888888888889,3.4444444444444446,2.4444444444444446,6.722222222666667
"County_id3","State_id72",1.0,1.0,8.862068965517242,1.0,3.620689655137931
"County_id5","State_id1",12.217391304347826,9.521739130434783,3.6956521739130435,1.0,5.188405797173913
"County_id5","State_id4",10.948979591836734,9.928571428571429,7.959183673469388,6.23469387755102,8.21088435360204
"County_id5","State_id5",9.433333333333334,12.5,6.133333333333334,1.0,6.033333333466667
"County_id5","State_id6",11.392857142857142,13.821428571428571,3.6785714285714284,3.3214285714285716,6.535714285464286
